"","State","Year","Type_code","Type","Gender","Age_group","Total"
"40191","Chandigarh",2012,"Causes","Bankruptcy or Sudden change in Economic","Male","60+",0
"36819","Chandigarh",2006,"Causes","Unemployment","Female","60+",0
"97768","Jammu & Kashmir",2006,"Means_adopted","By Drowning","Female","30-44",1
"93534","Himachal Pradesh",2011,"Causes","Cancer","Female","15-29",0
"112178","Karnataka",2008,"Causes","Unemployment","Female","15-29",10
"85854","Haryana",2009,"Means_adopted","By Overdose of sleeping pills","Female","0-14",0
"200068","Sikkim",2008,"Causes","Drug Abuse/Addiction","Male","45-59",0
"117739","Kerala",2005,"Professional_Profile","Others (Please Specify)","Female","60+",72
"223384","Uttar Pradesh",2011,"Professional_Profile","Public Sector Undertaking","Male","60+",0
"1258","A & N Islands",2003,"Causes","Property Dispute","Male","30-44",0
"175274","Odisha",2012,"Causes","Drug Abuse/Addiction","Male","45-59",2
"104718","Jharkhand",2006,"Professional_Profile","Unemployed","Male","60+",0
"169302","Odisha",2001,"Professional_Profile","Service (Government)","Female","0-14",0
"192100","Rajasthan",2006,"Causes","Causes Not known","Female","30-44",46
"107844","Jharkhand",2012,"Education_Status","Matriculate/Secondary","Female","0-100+",69
"77289","Gujarat",2006,"Causes","Illegitimate Pregnancy","Female","60+",0
"98960","Jammu & Kashmir",2008,"Means_adopted","By Other means (please specify)","Female","60+",0
"135862","Maharashtra",2002,"Causes","Property Dispute","Male","30-44",1
"114765","Karnataka",2012,"Means_adopted","By Overdose of sleeping pills","Male","45-59",3
"85323","Haryana",2008,"Means_adopted","By Jumping off Moving Vehicles/Trains","Male","15-29",2
"200503","Sikkim",2009,"Causes","Illness (Aids/STD)","Female","15-29",0
"123533","Lakshadweep",2004,"Causes","Ideological Causes/Hero Worshipping","Male","30-44",0
"42381","Chhattisgarh",2004,"Causes","Illegitimate Pregnancy","Female","45-59",0
"199192","Sikkim",2006,"Professional_Profile","Retired Person","Female","0-14",0
"190249","Rajasthan",2002,"Professional_Profile","Unemployed","Male","45-59",26
"140641","Maharashtra",2010,"Means_adopted","By Fire/Self Immolation","Female","30-44",286
"90505","Himachal Pradesh",2005,"Means_adopted","By Fire-Arms","Male","60+",0
"192145","Rajasthan",2006,"Causes","Love Affairs","Female","45-59",0
"163591","Nagaland",2003,"Means_adopted","By Fire/Self Immolation","Female","15-29",0
"202120","Sikkim",2011,"Social_Status","Seperated","Female","0-100+",2
"235772","West Bengal",2009,"Professional_Profile","Service (Government)","Male","30-44",94
"96665","Jammu & Kashmir",2004,"Means_adopted","By Jumping from (Building)","Female","45-59",0
"202137","Sikkim",2012,"Causes","Professional/Career Problem","Female","0-14",0
"179146","Puducherry",2007,"Causes","Poverty","Male","30-44",0
"153314","Meghalaya",2009,"Causes","Love Affairs","Male","30-44",1
"136044","Maharashtra",2002,"Means_adopted","By Self Infliction of injury","Female","0-14",0
"60828","Delhi (Ut)",2001,"Causes","Other Causes (Please Specity)","Female","30-44",4
"188751","Punjab",2012,"Causes","Insanity/Mental Illness","Female","45-59",7
"198371","Sikkim",2005,"Causes","Drug Abuse/Addiction","Female","45-59",0
"85429","Haryana",2008,"Means_adopted","By Over Alcoholism","Male","60+",0
"11339","Andhra Pradesh",2009,"Causes","Poverty","Male","15-29",218
"125159","Lakshadweep",2007,"Causes","Physical Abuse (Rape/Incest Etc.)","Male","15-29",0
"208274","Tamil Nadu",2010,"Professional_Profile","Public Sector Undertaking","Female","30-44",37
"120662","Kerala",2011,"Causes","Not having Children(Barrenness/Impotency","Female","15-29",3
"84339","Haryana",2006,"Professional_Profile","Unemployed","Male","15-29",81
"6856","Andhra Pradesh",2001,"Causes","Bankruptcy or Sudden change in Economic","Male","30-44",48
"228592","Uttarakhand",2009,"Causes","Professional/Career Problem","Male","15-29",2
"8073","Andhra Pradesh",2003,"Causes","Illness (Aids/STD)","Female","60+",8
"86896","Haryana",2011,"Causes","Suspected/Illicit Relation","Male","45-59",0
"20483","Assam",2001,"Education_Status","Middle","Male","0-100+",497
"57997","Daman & Diu",2008,"Causes","Paralysis","Male","15-29",0
"88927","Himachal Pradesh",2002,"Professional_Profile","Public Sector Undertaking","Female","60+",0
"79488","Gujarat",2010,"Causes","Suspected/Illicit Relation","Male","30-44",22
"99823","Jammu & Kashmir",2010,"Causes","Drug Abuse/Addiction","Male","45-59",0
"179933","Puducherry",2008,"Means_adopted","By Consuming Other Poison","Male","30-44",5
"186697","Punjab",2008,"Means_adopted","By coming under running vehicles/trains","Male","30-44",128
"173031","Odisha",2008,"Causes","Not having Children(Barrenness/Impotency","Female","60+",0
"78354","Gujarat",2008,"Causes","Failure in Examination","Male","30-44",2
"217522","Uttar Pradesh",2001,"Means_adopted","By coming under running vehicles/trains","Male","15-29",15
"194536","Rajasthan",2010,"Means_adopted","By Over Alcoholism","Female","0-14",0
"41304","Chhattisgarh",2002,"Causes","Dowry Dispute","Male","60+",0
"171455","Odisha",2005,"Means_adopted","By touching electric wires","Male","15-29",6
"64572","Delhi (Ut)",2007,"Professional_Profile","Professional Activity","Male","15-29",3
"2755","A & N Islands",2005,"Professional_Profile","Professional Activity","Male","45-59",0
"123924","Lakshadweep",2004,"Professional_Profile","Unemployed","Female","60+",0
"77235","Gujarat",2006,"Causes","Illegitimate Pregnancy","Female","45-59",0
"64446","Delhi (Ut)",2007,"Means_adopted","By coming under running vehicles/trains","Female","30-44",0
"222840","Uttar Pradesh",2010,"Professional_Profile","Others (Please Specify)","Male","60+",30
"217992","Uttar Pradesh",2002,"Causes","Causes Not known","Female","60+",46
"210633","Tripura",2001,"Causes","Causes Not known","Female","60+",3
"8209","Andhra Pradesh",2003,"Means_adopted","By Drowning","Male","30-44",167
"194148","Rajasthan",2009,"Professional_Profile","Others (Please Specify)","Female","15-29",67
"198387","Sikkim",2005,"Causes","Causes Not known","Male","45-59",0
"20352","Assam",2001,"Causes","Family Problems","Male","30-44",74
"152431","Meghalaya",2007,"Means_adopted","By touching electric wires","Female","45-59",0
"192369","Rajasthan",2006,"Means_adopted","By Drowning","Female","45-59",19
"233736","West Bengal",2006,"Causes","Family Problems","Female","45-59",511
"209047","Tamil Nadu",2012,"Causes","Failure in Examination","Male","30-44",0
"224455","Uttarakhand",2001,"Professional_Profile","Self-employed (Business activity)","Male","15-29",4
"168056","Nagaland",2011,"Means_adopted","By Machine","Female","15-29",0
"169269","Odisha",2001,"Means_adopted","By Fire-Arms","Female","60+",1
"205002","Tamil Nadu",2005,"Causes","Ideological Causes/Hero Worshipping","Male","0-14",0
"48797","D & N Haveli",2003,"Means_adopted","By Jumping from (Building)","Female","45-59",0
"214065","Tripura",2007,"Education_Status","Graduate","Female","0-100+",0
"209486","Total (All India)",2001,"Education_Status","Post Graduate and Above","Male","0-100+",412
"149021","Meghalaya",2001,"Means_adopted","By Machine","Male","15-29",0
"33845","Chandigarh",2001,"Causes","Fall in Social Reputation","Female","15-29",0
"3216","A & N Islands",2006,"Means_adopted","By Consuming Other Poison","Male","60+",0
"96530","Jammu & Kashmir",2004,"Causes","Property Dispute","Male","60+",0
"130947","Madhya Pradesh",2005,"Means_adopted","By Consuming Insecticides","Female","0-14",16
"207978","Tamil Nadu",2010,"Causes","Insanity/Mental Illness","Male","45-59",70
"84605","Haryana",2007,"Causes","Ideological Causes/Hero Worshipping","Female","45-59",0
"157216","Mizoram",2004,"Causes","Other Prolonged Illness","Female","30-44",0
"132196","Madhya Pradesh",2007,"Means_adopted","By Jumping from (Other sites)","Male","45-59",2
"160726","Mizoram",2010,"Causes","Suspected/Illicit Relation","Male","60+",0
"67675","Goa",2001,"Causes","Cancellation/Non-Settlement of Marriage","Male","45-59",0
"84299","Haryana",2006,"Means_adopted","By Jumping off Moving Vehicles/Trains","Male","60+",0
"87617","Haryana",2012,"Means_adopted","By Overdose of sleeping pills","Male","30-44",1
"213736","Tripura",2006,"Professional_Profile","Retired Person","Male","30-44",0
"130513","Madhya Pradesh",2004,"Means_adopted","By Jumping from (Other sites)","Female","60+",0
"87517","Haryana",2012,"Causes","Bankruptcy or Sudden change in Economic","Male","60+",1
"218565","Uttar Pradesh",2003,"Causes","Other Prolonged Illness","Male","60+",39
"20618","Assam",2001,"Means_adopted","By Other means (please specify)","Female","60+",3
"10492","Andhra Pradesh",2007,"Means_adopted","By Machine","Female","45-59",0
"97643","Jammu & Kashmir",2006,"Causes","Physical Abuse (Rape/Incest Etc.)","Female","60+",0
"235275","West Bengal",2009,"Causes","Paralysis","Female","0-14",0
"226457","Uttarakhand",2005,"Causes","Not having Children(Barrenness/Impotency","Female","60+",0
"190427","Rajasthan",2003,"Causes","Dowry Dispute","Male","30-44",3
"4306","A & N Islands",2008,"Means_adopted","By Jumping from (Building)","Male","45-59",0
"172832","Odisha",2008,"Causes","Bankruptcy or Sudden change in Economic","Female","0-14",0
"208386","Tamil Nadu",2011,"Causes","Suspected/Illicit Relation","Male","0-14",0
"150410","Meghalaya",2004,"Causes","Not having Children(Barrenness/Impotency","Male","0-14",0
"155421","Mizoram",2001,"Causes","Family Problems","Female","0-14",0
"94425","Himachal Pradesh",2012,"Means_adopted","By Over Alcoholism","Male","45-59",3
"204617","Tamil Nadu",2004,"Causes","Not having Children(Barrenness/Impotency","Female","60+",0
"127010","Lakshadweep",2010,"Means_adopted","By Fire-Arms","Female","0-14",0
"218173","Uttar Pradesh",2002,"Means_adopted","By Fire-Arms","Female","60+",0
"170680","Odisha",2004,"Causes","Illegitimate Pregnancy","Female","30-44",8
"66923","Delhi (Ut)",2011,"Social_Status","Divorcee","Male","0-100+",3
"178567","Puducherry",2006,"Causes","Insanity/Mental Illness","Female","30-44",2
"104758","Jharkhand",2007,"Causes","Death of Dear Person","Female","0-14",0
"209024","Tamil Nadu",2012,"Causes","Professional/Career Problem","Female","30-44",5
"150846","Meghalaya",2004,"Professional_Profile","Others (Please Specify)","Male","15-29",0
"91664","Himachal Pradesh",2007,"Professional_Profile","Professional Activity","Male","0-14",0
"53611","D & N Haveli",2012,"Causes","Death of Dear Person","Female","45-59",0
"133067","Madhya Pradesh",2009,"Causes","Fall in Social Reputation","Male","30-44",17
"46972","Chhattisgarh",2012,"Causes","Paralysis","Male","60+",2
"122729","Lakshadweep",2002,"Professional_Profile","Others (Please Specify)","Female","0-14",0
"164217","Nagaland",2004,"Means_adopted","By Machine","Male","45-59",0
"210741","Tripura",2001,"Means_adopted","By touching electric wires","Male","15-29",1
"236815","West Bengal",2011,"Means_adopted","By Jumping off Moving Vehicles/Trains","Female","60+",0
"27763","Bihar",2002,"Causes","Paralysis","Male","45-59",0
"68120","Goa",2002,"Causes","Family Problems","Female","15-29",9
"57598","Daman & Diu",2007,"Causes","Unemployment","Male","60+",0
"202064","Sikkim",2011,"Professional_Profile","Public Sector Undertaking","Male","30-44",8
"67235","Delhi (Ut)",2012,"Means_adopted","By Jumping off Moving Vehicles/Trains","Female","15-29",2
"87126","Haryana",2011,"Means_adopted","By Fire/Self Immolation","Male","60+",2
"147878","Manipur",2011,"Means_adopted","By Fire-Arms","Female","15-29",0
"104918","Jharkhand",2007,"Causes","Fall in Social Reputation","Female","45-59",1
"13066","Andhra Pradesh",2012,"Causes","Cancer","Female","30-44",19
"99966","Jammu & Kashmir",2010,"Means_adopted","By Self Infliction of injury","Male","0-14",0
"79220","Gujarat",2009,"Professional_Profile","Service (Government)","Male","0-14",0
"92612","Himachal Pradesh",2009,"Education_Status","Diploma","Male","0-100+",7
"149872","Meghalaya",2003,"Causes","Death of Dear Person","Female","15-29",0
"232596","West Bengal",2004,"Causes","Physical Abuse (Rape/Incest Etc.)","Female","45-59",0
"85711","Haryana",2009,"Causes","Poverty","Male","30-44",2
"232481","West Bengal",2004,"Causes","Cancellation/Non-Settlement of Marriage","Male","0-14",0
"10996","Andhra Pradesh",2008,"Means_adopted","By touching electric wires","Female","15-29",5
"80178","Gujarat",2011,"Education_Status","Middle","Male","0-100+",774
"49919","D & N Haveli",2005,"Means_adopted","By Drowning","Male","45-59",0
"32534","Bihar",2010,"Professional_Profile","Self-employed (Business activity)","Female","0-14",0
"148056","Manipur",2011,"Professional_Profile","House Wife","Female","30-44",2
"186799","Punjab",2008,"Professional_Profile","Professional Activity","Female","15-29",0
"140094","Maharashtra",2009,"Means_adopted","By Machine","Female","45-59",0
"185974","Punjab",2007,"Causes","Illness (Aids/STD)","Male","45-59",0
"190197","Rajasthan",2002,"Professional_Profile","Public Sector Undertaking","Male","15-29",20
"189848","Rajasthan",2002,"Causes","Bankruptcy or Sudden change in Economic Status","Female","30-44",15
"199532","Sikkim",2007,"Causes","Ideological Causes/Hero Worshipping","Female","60+",0
"174293","Odisha",2010,"Means_adopted","By Consuming Insecticides","Female","30-44",180
"106163","Jharkhand",2009,"Means_adopted","By Drowning","Female","0-14",3
"179367","Puducherry",2007,"Means_adopted","By Fire-Arms","Female","30-44",0
"81567","Haryana",2001,"Professional_Profile","Professional Activity","Male","60+",0
"205783","Tamil Nadu",2006,"Education_Status","No Education","Female","0-100+",1160
"58515","Daman & Diu",2009,"Causes","Causes Not known","Male","0-14",0
"59428","Daman & Diu",2010,"Means_adopted","By Consuming Insecticides","Male","45-59",0
"226097","Uttarakhand",2004,"Means_adopted","By Consuming Insecticides","Male","60+",2
"174962","Odisha",2011,"Professional_Profile","Professional Activity","Female","0-14",0
"229903","Uttarakhand",2011,"Means_adopted","By Overdose of sleeping pills","Male","0-14",0
"98922","Jammu & Kashmir",2008,"Means_adopted","By Consuming Insecticides","Female","45-59",0
"124946","Lakshadweep",2006,"Professional_Profile","Farming/Agriculture Activity","Female","0-14",0
"14845","Arunachal Pradesh",2003,"Causes","Ideological Causes/Hero Worshipping","Female","60+",0
"222587","Uttar Pradesh",2010,"Means_adopted","By Jumping from (Building)","Male","0-14",0
"136928","Maharashtra",2004,"Causes","Poverty","Male","0-14",0
"77639","Gujarat",2006,"Social_Status","Never Married","Male","0-100+",657
"69210","Goa",2004,"Causes","Death of Dear Person","Male","0-14",0
"202257","Sikkim",2012,"Causes","Poverty","Female","30-44",0
"138872","Maharashtra",2007,"Means_adopted","By Drowning","Female","0-14",17
"142318","Manipur",2001,"Means_adopted","By Over Alcoholism","Male","15-29",0
"90491","Himachal Pradesh",2005,"Means_adopted","By Machine","Female","60+",0
"42211","Chhattisgarh",2004,"Causes","Divorce","Female","0-14",0
"193572","Rajasthan",2008,"Professional_Profile","Retired Person","Male","0-14",0
"14850","Arunachal Pradesh",2003,"Causes","Drug Abuse/Addiction","Female","60+",0
"132020","Madhya Pradesh",2007,"Causes","Illegitimate Pregnancy","Female","60+",0
"24969","Assam",2009,"Causes","Physical Abuse (Rape/Incest Etc.)","Male","60+",0
"141982","Maharashtra",2012,"Social_Status","Widowed/Widower","Male","0-100+",228
"108793","Karnataka",2002,"Causes","Failure in Examination","Male","15-29",92
"214997","Tripura",2009,"Causes","Ideological Causes/Hero Worshipping","Female","15-29",0
"226330","Uttarakhand",2005,"Causes","Fall in Social Reputation","Male","15-29",11
"87562","Haryana",2012,"Means_adopted","By Over Alcoholism","Male","0-14",0
"197534","Sikkim",2003,"Professional_Profile","Self-employed (Business activity)","Female","15-29",0
"42861","Chhattisgarh",2005,"Causes","Insanity/Mental Illness","Male","15-29",57
"81883","Haryana",2002,"Means_adopted","By Jumping from (Building)","Female","0-14",0
"194475","Rajasthan",2010,"Causes","Illness (Aids/STD)","Female","60+",0
"184179","Punjab",2004,"Causes","Failure in Examination","Female","30-44",3
